:START_ID(Process),:END_ID(File)
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\tr-TR\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\uk-UA\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\vi-VN\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\zh-CN\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\WindowsAdvancedSettingsStub\zh-TW\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\bg-BG\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\ca-ES\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\cs-CZ\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\da-DK\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\de-DE\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\el-GR\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\es-ES\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\et-EE\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\eu-ES\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\fi-FI\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\fr-FR\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\gl-ES\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\hi-IN\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\hr-HR\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\hu-HU\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\id-ID\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\it-IT\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\ja-JP\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\kk-KZ\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\ko-KR\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\lt-LT\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\lv-LV\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\ms-MY\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\nb-NO\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\nl-NL\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\pl-PL\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\pt-BR\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\pt-PT\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\ro-RO\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\ru-RU\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\sk-SK\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\sl-SI\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\sr-Cyrl-RS\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\sr-Latn-RS\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\sv-SE\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\th-TH\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\tr-TR\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\uk-UA\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\vi-VN\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\zh-CN\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Program Files\WindowsApps\Microsoft.Windows.DevHome_0.2100.858.0_x64__8wekyb3d8bbwe\zh-TW\WindowsAdvancedSettings.resources.dll
08846768-740d-68ce-6800-000000000e00,C:\Users\test\AppData\Local\Microsoft\WindowsApps\Microsoft.OutlookForWindows_8wekyb3d8bbwe\olk.exe
08846768-740d-68ce-6800-000000000e00,C:\Users\test\AppData\Local\Microsoft\WindowsApps\olk.exe
08846768-7763-68ce-3304-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_eykyuosq.02w.ps1
08846768-7763-68ce-3504-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_5xsldzzr.1i3.ps1
08846768-7763-68ce-3704-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_bfbdqebk.sjz.ps1
08846768-7763-68ce-3904-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_vuyqkbbm.e31.ps1
08846768-7764-68ce-3b04-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_qu1vmgm2.hsz.ps1
08846768-7764-68ce-3d04-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_wy04l03v.h0x.ps1
08846768-7764-68ce-3f04-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_iisnfmpz.jp5.ps1
08846768-7764-68ce-4104-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_bj5m35va.b2v.ps1
08846768-7764-68ce-4304-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_jt0swwc1.o2e.ps1
08846768-7764-68ce-4504-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_bf1lvng2.yli.ps1
08846768-7778-68ce-7804-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_qr0ofxjf.uha.ps1
08846768-7779-68ce-8204-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_2uazhmhf.lxc.ps1
08846768-777b-68ce-8404-000000000e00,C:\Users\Default\AppData\Local\Temp\hello.log
08846768-777c-68ce-8704-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_fjp3ldtn.0h5.ps1
08846768-777e-68ce-8d04-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_eabueyd1.1rd.ps1
08846768-777f-68ce-9104-000000000e00,C:\Windows\Temp\T1027.004.exe
08846768-7780-68ce-9304-000000000e00,C:\ProgramData\cmd.exe
08846768-7780-68ce-9304-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_sjfyddy2.t33.ps1
08846768-7784-68ce-9804-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_y0zks2nd.ex2.ps1
08846768-7784-68ce-9a04-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_asofxlco.wkh.ps1
08846768-7786-68ce-9d04-000000000e00,C:\Users\test\AppData\Local\Temp\j41ve9gj.cmdline
08846768-7786-68ce-9d04-000000000e00,C:\Users\test\AppData\Local\Temp\j41ve9gj.dll
08846768-7787-68ce-a004-000000000e00,C:\Users\test\AppData\Local\Temp\j41ve9gj.dll
08846768-778a-68ce-a404-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_x4455wb5.5za.ps1
08846768-778b-68ce-a604-000000000e00,C:\Users\test\AppData\Roaming\notepad.exe
08846768-778b-68ce-aa04-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_ka1srhsb.4do.ps1
08846768-778d-68ce-ac04-000000000e00,C:\Users\test\AppData\Roaming\svchost.exe
08846768-778e-68ce-b104-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_mvvxw5j2.hom.ps1
08846768-7790-68ce-b504-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_r24nwqq1.hpo.ps1
08846768-7793-68ce-bf04-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_aohmfhxa.uxh.ps1
08846768-780c-68ce-c904-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_oqkufu10.j4e.ps1
08846768-780c-68ce-c904-000000000e00,C:\Users\test\AppData\Local\Temp\svchost.exe
08846768-780d-68ce-cb04-000000000e00,C:\Users\test\AppData\Local\Temp\IXP000.TMP\T1036_~1.BAT
08846768-780e-68ce-ce04-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_cad4mksy.o5v.ps1
08846768-780e-68ce-ce04-000000000e00,C:\Users\test\AppData\Local\Temp\svchost.exe
08846768-780f-68ce-d204-000000000e00,C:\lsm.exe
08846768-78e8-68ce-0e05-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_0t1ca0sw.bkc.ps1
08846768-78e8-68ce-1005-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_gtw1ds2x.asr.ps1
08846768-78e8-68ce-1205-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_szuhfq0w.4bg.ps1
08846768-78e8-68ce-1405-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_iadk5pn0.jgb.ps1
08846768-78e8-68ce-1605-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_ghhhkm3q.q1o.ps1
08846768-78e8-68ce-1805-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_or3idshd.hqn.ps1
08846768-78e8-68ce-1a05-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_qdks3ffu.xud.ps1
08846768-78e8-68ce-1c05-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_bgkzhox1.idj.ps1
08846768-78e8-68ce-1e05-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_3pn1wcc2.ncc.ps1
08846768-78e8-68ce-2005-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_1tlgtrxo.kub.ps1
08846768-78fd-68ce-4b05-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_y42dhrbi.2la.ps1
08846768-78fd-68ce-4b05-000000000e00,C:\Users\test\AppData\Local\Temp\eup1eb1s\eup1eb1s.cmdline
08846768-78fd-68ce-4d05-000000000e00,C:\Users\test\AppData\Local\Temp\art.bat
08846768-78ff-68ce-5405-000000000e00,C:\Users\test\AppData\Local\Temp\T1036.007_masquerading.doc.ps1
08846768-78ff-68ce-5405-000000000e00,C:\Users\test\AppData\Local\Temp\T1036.007_masquerading.docx.exe
08846768-78ff-68ce-5405-000000000e00,C:\Users\test\AppData\Local\Temp\T1036.007_masquerading.pdf.exe
08846768-78ff-68ce-5405-000000000e00,C:\Users\test\AppData\Local\Temp\T1036.007_masquerading.pdf.ps1
08846768-78ff-68ce-5405-000000000e00,C:\Users\test\AppData\Local\Temp\T1036.007_masquerading.png.vbs
08846768-78ff-68ce-5405-000000000e00,C:\Users\test\AppData\Local\Temp\T1036.007_masquerading.ps1.exe
08846768-78ff-68ce-5405-000000000e00,C:\Users\test\AppData\Local\Temp\T1036.007_masquerading.rtf.ps1
08846768-78ff-68ce-5405-000000000e00,C:\Users\test\AppData\Local\Temp\T1036.007_masquerading.xls.vbs
08846768-78ff-68ce-5405-000000000e00,C:\Users\test\AppData\Local\Temp\T1036.007_masquerading.xlsx.vbs
08846768-78ff-68ce-5605-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_kvesnsw4.1pj.ps1
08846768-78ff-68ce-5905-000000000e00,C:\Windows\Temp\svchost.exe
08846768-7904-68ce-6605-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_bqudykkn.m3e.ps1
08846768-7905-68ce-6705-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_1fqqxz33.hmp.ps1
08846768-7907-68ce-6805-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_c5jlopjs.hmz.ps1
08846768-790a-68ce-6c05-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_xcs4vsg5.v4v.ps1
08846768-790b-68ce-6f05-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_svxir0ht.ode.ps1
08846768-790e-68ce-7105-000000000e00,C:\Users\test\AppData\Local\Temp\VEDetector.exe
08846768-790e-68ce-7105-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_uygilc50.n34.ps1
08846768-7915-68ce-7d05-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_jg0uzs5u.edr.ps1
08846768-79df-68ce-a105-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_jm1ycl1w.jxf.ps1
08846768-79df-68ce-a305-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_rvndapfg.0r1.ps1
08846768-79df-68ce-a505-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_g2kme1zd.4d1.ps1
08846768-79df-68ce-a705-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_dka3g2o1.lfj.ps1
08846768-79df-68ce-a905-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_y3rdrn0x.jfx.ps1
08846768-79df-68ce-ab05-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_c4oafdsd.otz.ps1
08846768-79df-68ce-ac05-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_2qe4og1y.0fw.ps1
08846768-79df-68ce-ae05-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_qqagklxr.zw2.ps1
08846768-79df-68ce-b105-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_gwwm2egh.auc.ps1
08846768-79df-68ce-b305-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_aqwwf0gy.awv.ps1
08846768-79f1-68ce-dd05-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_x3bvii5k.3vr.ps1
08846768-79f3-68ce-e505-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_vg5suhev.zl2.ps1
08846768-79f5-68ce-f005-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_zoxwujgs.xlg.ps1
08846768-79f9-68ce-f605-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_uxbv2aht.st0.ps1
08846768-79fa-68ce-f905-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_wj1oqfev.mse.ps1
08846768-79fc-68ce-0106-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_hbphbdqd.jjv.ps1
08846768-79fe-68ce-0b06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_yes5jfxe.avv.ps1
08846768-7a01-68ce-0d06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_omw0i4kj.m3h.ps1
08846768-7a03-68ce-1206-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_cns03glh.jqt.ps1
08846768-7a07-68ce-2106-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_tciskchm.bd4.ps1
08846768-7a09-68ce-2306-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_0cpqk3tf.5yj.ps1
08846768-7a0b-68ce-2506-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_bh0yfaib.rb0.ps1
08846768-7a0d-68ce-2706-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_vhczbx0p.qbm.ps1
08846768-7a0f-68ce-2a06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_ngwoeslo.oc5.ps1
08846768-7a10-68ce-2c06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_m3ycliy4.by3.ps1
08846768-7a13-68ce-3a06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_dalg3u0t.ilz.ps1
08846768-7a16-68ce-3d06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_mnaxzcif.o1a.ps1
08846768-7a36-68ce-4d06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_cur14xg3.amn.ps1
08846768-7a39-68ce-4f06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_n03bbvx3.idq.ps1
08846768-7a3a-68ce-5106-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_srt5xxph.51r.ps1
08846768-7a3c-68ce-5306-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_tla1bqot.3us.ps1
08846768-7ab5-68ce-5506-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_ojh50hkk.lgo.ps1
08846768-7b20-68ce-6206-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_pitp3dvm.1wz.ps1
08846768-7b5e-68ce-6506-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_42y2r1ac.deq.ps1
08846768-7c3d-68ce-8e06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_5g0m0sgx.fji.ps1
08846768-7c3d-68ce-9006-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_gy12mg1v.0hq.ps1
08846768-7c3d-68ce-9206-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_wg45lqr3.sn5.ps1
08846768-7c3d-68ce-9406-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_uwxwb13f.yls.ps1
08846768-7c3e-68ce-9506-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_qvpdofgj.msw.ps1
08846768-7c3e-68ce-9806-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_vpwc3pgm.hsw.ps1
08846768-7c3e-68ce-9a06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_rkng1hce.yuh.ps1
08846768-7c3e-68ce-9c06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_cdrlg4u2.dwy.ps1
08846768-7c3e-68ce-9e06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_lz0jzadi.njd.ps1
08846768-7c4d-68ce-c406-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_gcqw0tgw.otu.ps1
08846768-7c4f-68ce-c906-000000000e00,C:\Users\test\AppData\Local\Temp\4jaqwtp0\4jaqwtp0.cmdline
08846768-7c4f-68ce-c906-000000000e00,C:\Users\test\AppData\Local\Temp\4jaqwtp0\4jaqwtp0.dll
08846768-7c4f-68ce-c906-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_n5cnfhk4.fjd.ps1
08846768-7c50-68ce-d606-000000000e00,C:\Users\test\AppData\Local\Temp\4jaqwtp0\4jaqwtp0.dll
08846768-7c54-68ce-d906-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_ckkxjc3u.3ji.ps1
08846768-7c54-68ce-db06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_3elk0yv2.vlb.ps1
08846768-7c56-68ce-dd06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_vixkqj4r.vow.ps1
08846768-7c5a-68ce-e906-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_sx3okvyb.nbg.ps1
08846768-7c5b-68ce-eb06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_0mhvkflu.m4d.ps1
08846768-7c5f-68ce-f206-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_gcf3dysm.liy.ps1
08846768-7c65-68ce-f906-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_ypv1gdv0.cdz.ps1
08846768-7c66-68ce-fe06-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_wfx1umlz.tpw.ps1
08846768-7c66-68ce-fe06-000000000e00,C:\Windows\System32\WindowsCoreDeviceInfo.dll
08846768-7c69-68ce-0507-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_3xbegqm4.nar.ps1
08846768-7c6a-68ce-0807-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_riaskgrc.2wf.ps1
08846768-7c6d-68ce-1207-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_hgn4pexs.c0c.ps1
08846768-7c6d-68ce-1407-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_rbagks1t.dly.ps1
08846768-7c72-68ce-2107-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_klbhd2bt.jip.ps1
08846768-7c75-68ce-2907-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_ymve25dk.gtl.ps1
08846768-7c77-68ce-2d07-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_ybl4ebg2.u03.ps1
08846768-7c7c-68ce-3007-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_okpig30r.qjv.ps1
08846768-7c80-68ce-3607-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_b2ekm0wj.hdx.ps1
08846768-7c82-68ce-3b07-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_5gixp3wx.dll.ps1
08846768-7c84-68ce-3f07-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_o5sy00xo.d5k.ps1
08846768-7c85-68ce-4307-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_p1dg3itk.mt1.ps1
08846768-7c87-68ce-4707-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_oscgdmp3.yzk.ps1
08846768-7c89-68ce-4c07-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_4r2ih2xl.ppu.ps1
08846768-7c8b-68ce-5107-000000000e00,C:\Users\test\AppData\Local\Temp\__PSScriptPolicyTest_btwnctee.y1v.ps1
